GENE_ID,GO_Term,GO_Ontology,GO_Link
Rv2888c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2889c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2890c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2894c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2895c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2897c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2900c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2901c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2904c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2909c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2914c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2916c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2917, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2918c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2919c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2921c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2922c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2923c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2924c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2928, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2930, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2933, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2934, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2935, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2936, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2937, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2940c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2941, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2945c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2946c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2950c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2951c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2952, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2953, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2955c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2956, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2958c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2959c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2961, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2962c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2967c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2968c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2969c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2970c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2971, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2973c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2981c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2982c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2984, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2986c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2987c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2989, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2992c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2996c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2998, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2999, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3000, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3001c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3002c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3006, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3009c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3010c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3014c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3028c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3029c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3030, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3031, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3033, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3034c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3038c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3039c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3040c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3044, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3045, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3051c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3055, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3056, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3057c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3058c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3060c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3068c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3075c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3080c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3081, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3084, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3087, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3088, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3090, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3091, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3092c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3099c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3101c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3102c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3109, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3127, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3130c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3131, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3132c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3133c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3134c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3137, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3139, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3140, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3141, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3148, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3151, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3161c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3165c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3169, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3170, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3171c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3173c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3178, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3181c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3193c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3199c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3201c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3202c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3205c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3208, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3212, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3218, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3224, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3227, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3229c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3232c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3233c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3234c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3237c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3240c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3244c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3246c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3248c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3254, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3255c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3256c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3262, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3263, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3264c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3265c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3267, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3269, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3270, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3273, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3274c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3276c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3280, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3283, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3285, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3295, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3300c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3301c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3302c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3304, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3308, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3309c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3315c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3318, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3319, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3336c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3339c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3341, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3356c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3363c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3365c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3370c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv3371, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
